sentence_id	sentence	sentiment	topic
4157	While like the other reviewer i didn't care for the foursome the rest of the book was done well.	positive	book
4158	It didn't fit into rachel's character in the book who was so hurt and cautious.	positive	book
4159	I am looking forward to reading the rest of the series but not if there are more secenes that seem completely out of place or character.	positive	book
4160	I bought this after downloading the first book for free.	negative	book
4161	I am pretending that this was free because it wasn't worth the money.	negative	book
4162	It lacks the pizzazz the classmate book has.	negative	book
4163	I haven't been able to finish it--too boring.	negative	book
4164	This is a short story with cops doing undercover work, and 'work it' they do.	positive	book
4165	It's a clever story but i still find it hard to use my imagination of how this 'manly' cop can be so convincing as a woman/wife to the other neighborhood wives.	positive	book
4166	But i remind myself that it's entertainment that we are after and this one certainly delivers.	positive	book
4167	I'm glad i now have a new version of grimm's stories.	positive	book
4168	I grew up reading grimm and andersen and i lost my old storybooks many years ago.	positive	book
4169	It's comforting to reread them now.	positive	book
4170	A tired formula romance with characters which are too perfect, too beautiful, too talented, too rich so as to become childishly caricatured and hardly real.	neutral	book
4171	The endless ups and downs in the relationship over little misunderstandings or bruised egos make the reading tedious.	neutral	book
4172	Still, if one only wants a formula romance, this will suffice.	neutral	book
4173	I liked it better when it was 99cts!!	positive	book
4174	Now it is $6.95 for a single copy, and $5.95 for a month. ???	positive	book
4175	Go figure!	positive	book
4176	I enjoy the articles and cartoons but don't find much use for what's-going-on-in nyc because iive in ga.	positive	book
4177	I usually trust the reviews i read on the books i'm interested in but in this case, i don't know what planet these reviewers are from.	negative	book
4178	This book had no character development and the story made very little sense.	negative	book
4179	I was sorry that i wasted my money and my time on this book!!	negative	book
4180	Though this is under 60 pages, i still found the story between henry and arsen a satisfying read.	positive	book
4181	I like that henry is tall and bulky yet shy and though arsen seems aloof we see that there is a gentle side to him, especially the way he treated henry after finding out his past lover had abused him.	positive	book
4182	This truly is a very sweet and yes hot novella!	positive	book
4183	I like this series so i read all of them and i love how all the books gives you glimpses into the whole town.	positive	book
4184	I wish this book was longer.	positive	book
4185	I really liked this book.	positive	book
4186	Wouldn't mind reading more from this author.	positive	book
4187	A must read.	positive	book
4188	This book was really very enjoyable, i have downloaded another and hope that it is as entertaining as this one was.	positive	book
4189	Zack and ace by marie hartei liked the `boy toys' in all 10 very quick chapters.	positive	book
4190	Only issue was the question marks all over my copy!!!	positive	book
4191	If you've seen the movie, you may not appreciate the book.	positive	book
4192	It's helpful to explain things in the movie.	positive	book
4193	So if you haven't seen the movie, read the book first.	positive	book
4194	Unlikely, in imaginative, uninteresting come to mind when i think of this ..book.	negative	book
4195	It must have been a struggle for the author as well.	negative	book
4196	So much time and so little content	negative	book
4197	Since this was the first of a line there could have been more story and history of the pack..	neutral	book
4198	I enjoyed the book	neutral	book
4199	I liked that this book had a few new ideas compared to similar books.	positive	book
4200	However, it wasn't different enough to be really special and i think there are several other books in this genre that are better (stardancer, vexing voss, virile, ninth orb).	positive	book
4201	The author definitely has potential though	positive	book
4202	This was by far the most original and imaginative approach to zombies i have come across to date.	positive	book
4203	Imagine a totally new dimension in zombie behavior, and i bet you wouldn't even come close to this author's creation.	positive	book
4204	To be honest i think this story has a lot of potential as a full length novel.	neutral	book
4205	I'm not one for short stories though and this seemed incredibly rushed to me.	neutral	book
4206	What should have happened in weeks or months seemed to happen in 2 days.	neutral	book
4207	It's almost a shame that such an interesting plot was wasted on a 15 minute read.	neutral	book
4208	With all the others books available, this one just doesn't hold up.	positive	book
4209	A good read, yes, but not a rivetting one.	positive	book
4210	Wild is an understatement.	positive	book
4211	Another great book from dd!	positive	book
4212	If your not already a fan - get ready to become one.	positive	book
4213	An awesome tale about a woman who risks everything in her privelleged life to help the jews during wwii.	neutral	book
4214	This story could have easily received more stars, if the writer would have taken the time to write about the main character's internal transformation rather than leaving us still to believe she was a pushy, snobby socialite.	neutral	book
4215	The end of the story seemed forced and very unlikely!	neutral	book
4216	I do not know exactly why, but i wasn't hooked by this book and it was sort of flat.	negative	book
4217	The story was predictable and there was a lack of action.	negative	book
4218	Once i started reading this book, i could not put it down.	positive	book
4219	It is definitely a recommended christian fiction that will keep you turning pages.	positive	book
4220	Forget this..	negative	book
4221	My ipad version of the times is the real paper--photos, ads and all.	negative	book
4222	The kindle edition is not that.	negative	book
4223	"Yes, you get the stories, but if you're looking for a ""newspaper"" experience, this is not it."	negative	book
4224	I really liked this story.	positive	book
4225	Lila was a strong woman in her regard that looks didn't matter.	positive	book
4226	Hunter was superficial in his regard that looks did matter.	positive	book
4227	Hunter got the beautiful woman on the outside and lila got a man who became beautiful on the inside.	positive	book
4228	A bit predictable having read a number of elizabeth's booksdisappointed i was missing a good number of pages (electronically on kindle) but still couldn't put the book down!	neutral	book
4229	Good read!	neutral	book
4230	Got to chapter 6 and could not go any further.	negative	book
4231	The author, i noticed tried to make this light and humorous and sexual and exciting but i just did not feel that in the words when i read them... the dialog, plot, everything was just...empty.	negative	book
4232	I like the idea and the concept of the book.	negative	book
4233	I think if the writer had spent more time developing instead of pulling every old cliche out of the cliche closet where they have been stored for a reason, it would have been a better book.	negative	book
4234	If you can move past how quickly they fall in love, it is a good story.	neutral	book
4235	Damsel in distress with a brother who takes advantage, two cowboys, one who thinks he is too rough for her and throw in a couple of different bad guys that are after her because of other people....	neutral	book
4236	Some drama, some hot sex and a happy ever after	neutral	book
4237	I like this author, and this is another good one by her.	positive	book
4238	Her characters are well developed and the book keeps you interested at a steady pace.	positive	book
4239	I like that she doesn't bog down rehashing things over and over.	positive	book
4240	I'd have given it five stars except i'd have liked some detailed sex along with the spankings!	positive	book
4241	Too expensive for the 80 pages.	neutral	book
4242	No book 70 page book is worth $2.66.	neutral	book
4243	The author should make longer book, you can't develop a good story with just a couple of chapters.	neutral	book
4244	I guess it was an ok mystery...not the best i've read.	negative	book
4245	The writing style was kinda awkward...didn't flow well in my most humble opinion.	negative	book
4246	It had never sunk in to me that these stories were so grim and horrid.	negative	book
4247	I thought i was getting a book of children's fairy tales that i could read to my grandchildren!	negative	book
4248	Be forewarned!	negative	book
4249	Minx malone who is she i thought, but i really was surprised and pleased at the work done in this book.	neutral	book
4250	Kept my attention and that's all that matters to me.	neutral	book
4251	Wonderful wonderful book i loved each and every word in it.	positive	book
4252	I wonder if ricard will find a love in a part two of this book i find i need to read more about this game family.	positive	book
4253	How does nikki like ireland and does she ever get to see her home land again?.	positive	book
4254	As a former correctional officer for tdcj, it was hard for me to believe that those who had been inside could really change.	positive	book
4255	This book helped me to see how great our god is and that he can change anyone willing to accept and follow him.	positive	book
4256	The world has lost a great man of god.	positive	book
4257	This has by far got to be one of the most depressing books i've ever read in my entire life.	negative	book
4258	I used to read those lurlene mcdaniel books where the kids have terminal illnesses and this was worse.	negative	book
4259	The only reason i didn't give it one star is because it is well edited and had no glaring plot issues despite being worse than the notebook on crack.	negative	book
4260	Tea series-story did not move forward for me.	negative	book
4261	I have no further interest in this series of stories.	negative	book
4262	Price of $.00 was good.	negative	book
4263	I liked it.	positive	book
4264	Sure at times it lost believability, sure at times it launched into nerd speak for far too long	positive	book
4265	But it is a fun tale especially if you are a nerd or nerd wannabe.	positive	book
4266	This gives you first hand experiences of people in the early tank service, where they came from, and how they performed.	positive	book
4267	Great view of history.	positive	book
4268	Great read.	positive	book
4269	I loved the character development and found myself attached to many of the characters and really disliking others.	positive	book
4270	Well written story that kept me guessing.	positive	book
4271	I look forward to reading other novels by mr. williams.	positive	book
4272	Psy-cop is my favorite book series.	positive	book
4273	This one is one of the best.	positive	book
4274	It was well set-up and introduced some new characters into the psy-cop world.	positive	book
4275	Some i even like/hate at the same time, not an easy feat.	positive	book
4276	Two best friends growing up, experiment with each other, fall in love, go into military, then move back home.	positive	book
4277	They go and rescue the girl of their dreams from a psyco father and then all fall in love.	positive	book
4278	We meet the fabulous navy seals and thus starts the great series.	positive	book
4279	You will not be disappointed with this series..	positive	book
4280	Wow, wow, wow!	positive	book
4281	Loved....	positive	book
4282	This book, could not put it down till i was down.	positive	book
4283	The story line, charcters, loved it all.	positive	book
4284	If you are having trouble sleeping this will put you right out.	neutral	book
4285	I enjoy fantasy and scifi but this was as boring at 35 as it was at 15	neutral	book
4286	Not my favorite book.	negative	book
4287	If you want to read about sex without a real story this is it.	negative	book
4288	Nothing happen other than sex.	negative	book
4289	Not a good read.	negative	book
4290	Out of all the newspapers i've looked into, the boston globe is the most jam packed of any that i've seen.	positive	book
4291	If you are from new england, this paper is for you on a kindle.	positive	book
4292	I started reading this because it was a free download but after 5 chapters i give up as this book is not for me.	negative	book
4293	I didn't find the humor in it and while i sometimes enjoy dark this was beyond and bordered on sick.	negative	book
4294	When i open my kindle app to read some i really don't want to put it down.	positive	book
4295	It is quite macabre to think this is for children.	positive	book
4296	There is no disney light in these fairy tales	positive	book
4297	I would recommend this book to anyone who likes a suspense filled mystery that keeps you interested from start to finish.	positive	book
4298	My favourite books are ones that keep me so engrossed i want to know more about the characters on the last page of the book and this was certainly one of those!	positive	book
4299	While reading this book, i kept wanting to yell at the heroine.	negative	book
4300	She was just too weak for my taste.	negative	book
4301	Even the hero ran over her even though he was courting her.	negative	book
4302	Not sure she ever redeemed herself, even when she kicked her boyfriend and scheming cousin to the curb.	negative	book
4303	It's non-stop action all the way throughout this book!	positive	book
4304	I enjoyed what i was reading of this book so much, that i bought the remaining books in this superb trilogy before completed this book.	positive	book
4305	Plus the author gives you preview chapters for each of his seven other books/series.	positive	book
4306	Never buy a digital bible because trying to navigate through it is really a pain.	negative	book
4307	I bought a new niv bible, a paperback, and not only is the translation wonderful, but easier to read.	negative	book
4308	One of the weirdest short stories i've ever read.	negative	book
4309	The whole thing reads like a drug induced hallucination.	negative	book
4310	I shan't read anything else by this author.	negative	book
4311	There's great storyline and potential to be a great series if there has been more depth and character development.	neutral	book
4312	In it's current form it's too simplistic, almost boring reading.,	neutral	book
4313	I didn't care too much for this book.	negative	book
4314	It didn't grab me like the other books i've read by lisa jackson	negative	book
4315	Disappointing.	negative	book
4316	Of course, too short.	negative	book
4317	Also, it was just too much into just a few pages.	negative	book
4318	"I also didn't like the short sentence structure which was half the time starting with ""i""."	negative	book
4319	This was a great story, and now has me hooked on the author.	positive	book
4320	Scary as all get out, and i read it in one sitting.	positive	book
4321	Cannot beat the price either!	positive	book
4322	I have read all the zane grey books and they will keep you entertained and give you a feel of the old west.	positive	book
4323	Dhd	positive	book
4324	A short story!!!	negative	book
4325	Although a good storyline, it is a rushed short story that i was not aware of when purchasing.	negative	book
4326	If it's one thing that ticks me off it's short stories or a part of a book.	negative	book
4327	I have to agree with many other reviewers that the leading lady was a complete idiot.	negative	book
4328	She was so annoying that i couldn't tolerate more nonsense after reading 27% of the book.	negative	book
4329	If it hadn't been free, i'd be angry.	negative	book
4330	Even though it didn't cost me anything more than time, i'm sorry i wasted that!	negative	book
4331	This book dashes in circles, always relying on the same, redundant information to keep readers reading.	negative	book
4332	I was so bored at the end, i sped read and didn't actually care about whodunit.	negative	book
4333	I didn't feel like the characters were developed nearly enough.	negative	book
4334	Enjoyed this quick adventure.	positive	book
4335	"It was a short ""894 location"", but a good adventure with emeralds."	positive	book
4336	Not sure why so many have give it bad reviews...	positive	book
4337	Meg	positive	book
4338	This seemed to be a very long trek home.	neutral	book
4339	Most of the story was getting back to the pack and not much else going on other than that.	neutral	book
4340	The story line seems good, the characters were great and i loved alex and joshua together, (she seemed to keep him on his toes all the time), however, it just seemed like there was too much hiking and running the entire story and then the end seemed just packed together like the author was in a rush.	neutral	book
4341	I love lora leigh's books and was looking forward to reading this one.	negative	book
4342	It looked more like an 'abstract,' or one story thread in place and the rest of story lines left dangling.	negative	book
4343	I am not looking for a story that might have been included in a journal, i come to the kindle store to buy full-length books.	negative	book
4344	"Authors should very clearly identify the type or length of a published ""product"" or risk alienating loyal readers!"	negative	book
4345	The story was okay	negative	book
4346	But a little boring.	negative	book
4347	And the writting was long and drawn out.	negative	book
4348	Not was i was expecting, i should have realized it by the date it was written.	negative	book
4349	It was full of mythology and short of facts.	negative	book
4350	Nice story thoroughly spoiled by mis-spelling and poor editing.	negative	book
4351	It was a an effort to get through every page.	negative	book
4352	Real shame	negative	book
4353	"You want ""white guys and their black side-kick versus weird places"" type stories, here's one."	positive	book
4354	I only read it because i read league of extraordinary gentlemen, which features a far more interesting allan quatermain.	positive	book
4355	This wasn't bad, though.	positive	book
4356	Hot sex scenes and good chemistry between the two.	positive	book
4357	Wish they had had more time to build a relationship or go on a date or two.	positive	book
4358	Near the end she finds out he used to be married--no surprise there since what she had learned about him was from viewing him interact with others at the office.	positive	book
4359	Overall worthy of four stars.	positive	book
4360	As i found with many of shiloh walker's kindle books they are short.	positive	book
4361	If you see a low price on one of her books it's probably because it isn't a full length novel.	positive	book
4362	Candy houses is the 1st in the grimm circle series.	positive	book
4363	As with all of shiloh walker's books you won't be diappointed.	positive	book
4364	You know, christine feehan, satisfies so many aspects of the need that women have to be strong and vulnerable at the same time, sexy and respected by their partner at the same time and loved unconditionally...enjoy her books always.	positive	book
4365	Loved it!	positive	book
4366	Just came across this author and am searching for more by ms.jefferson story had me glued to the pages lol	positive	book
4367	The author has used the same characters in several books, and the storyline is getting predictable.	neutral	book
4368	Item downloaded quickly and easily.	neutral	book
4369	Couldn't make it past 2%; think there's only been one or two times i haven't been able to give a book at least 10%.	negative	book
4370	Action didn't engage, found it ridiculous that everything fell apart at start of story when the family had supposedly been hiding out for years.	negative	book
4371	Characters didn't engage, action had no urgency, writing was poor.	negative	book
4372	While this story maintains credibility due to the writer's embrace of the true faith; it still lacks something that it needs to be good.	negative	book
4373	I thought this book would for y daughter	negative	book
4374	But it was a little to mature for her.	negative	book
4375	I guess if she was older it would have been a good read	negative	book
4376	Great book packed full with fast cars , crazy hot men, and danger...	positive	book
4377	And	positive	book
4378	Oh yes great sex!	positive	book
4379	"I remember watching a couple of the ""bulldog"" drummond movies when i was much younger and enjoyed the suspense and mystery."	positive	book
4380	But the tones of humour as in the thin man made them all the better.	positive	book
4381	The stories are the same: suspenseful, but light enough to be believable.	positive	book
4382	I recommend the bulldog drummond chronicles to all fans of mysteries!	positive	book
4383	In a nutshell: if you loved adam's booksthe complete hitchhiker's guide to the galaxy: the trilogy of fiveyou'll love this book!zany twists and wry humor abound throughout.	positive	book
4384	A relatively short, very fun read.	positive	book
4385	It started a little slow, with some awkward scenes but it improved all the way through.	positive	book
4386	Good, solid and believable first book in a post-apocalyptic series.	positive	book
4387	Good characterization and reasonably well edited for an indie publication.	positive	book
4388	I've already picked up the second book in the series.	positive	book
4389	Look forward to reading other books by this author, really enjoyed it.	positive	book
4390	Always a joy to find an author i really like.	positive	book
4391	This was a good twist, on a already great story.	positive	book
4392	I was glaf that everyone ended up happy in the end.	positive	book
4393	I could not put it done!	positive	book
4394	This is a fantasy about space going fairies.	neutral	book
4395	Maeve has a bounty hunter after her, his name is coldhand.	neutral	book
4396	No-one on maeve's ship knows who or why there is a bounty on this lovely creature.	neutral	book
4397	This books has a well developed plot, however the author gets very wordy in descriptions.	neutral	book
4398	Read all the series, all were a quick read, great sense of humor, enjoyed the series and the stories, great read.	positive	book
4399	I enjoyed this - however it did drag a bit.	neutral	book
4400	The confessing feelings, etc - i though it took too much time, but maybe just cause that's the way i am - tell it like it is and get it over with.	neutral	book
4401	This book is a great read and did let me take my mind off everyday matters f poo r a feels late night reads.	positive	book
4402	I love zombie books.	positive	book
4403	Can't wait to read the next book by the author.	positive	book
4404	This book is erotic and sexy from the beginning.	positive	book
4405	I hope to see a second one, a follow up to how things transpire for the two characters of the book.	positive	book
4406	I did enjoy the story line not just the scenes (lol).	positive	book
4407	I loved reading this story!!	positive	book
4408	At first the reader would think that brock is just to good to be true but by the middle of the book, you find your self cheering for the happy family.	positive	book
4409	I was sad when the story ended because i wanted so badly to know what happens next with the three of them.	positive	book
4410	If you are looking for a heart warming story, this is a must!!	positive	book
4411	What a great story!	positive	book
4412	Didn't know what to expect but the reviews were solid !!	positive	book
4413	Strong characters and boy was i cheering for justin from the get go!!	positive	book
4414	The title drew me in, something scarry lives under the stairs.	negative	book
4415	I was so dissapointed for what could have been a good read for me turned out to be a waste of time.	negative	book
4416	Don't recommed it.	negative	book
4417	This is, of course, the book of the film.	neutral	book
4418	In the time since it was written the english language has changed significantly, to the extent that it sometimes gets in the way of the story.	neutral	book
4419	A great collection of short stories ranging from locked-room mysteries to horrors to parody and satyre :)	positive	book
4420	"That being my first ""meeting"" with j. a. konrath i have to say i can't wait to read any of his full-length novels."	positive	book
4421	"I am not a fan of short stories (i kind of get attached to the main characters in a novel and hate to part with them too quckly) and definitely not a fan of horrors (my imagination being too vivd, obviously:)), but nonetheless i found all the stories in ""65 proof"" at least intriguing, and most of them really amusing."	positive	book
4422	I loved the twists and the humour, although i probably sometimes missed on the cultural/local puns - as i am not a native-speaker of english, which has not in the least taken any joy and fun from the reading:ddefinitely a must for anyone who likes intelligent, somewhat crazy and funny story-telling:d	positive	book
4423	I dunno - i really didn't like the whole kidnapping aspect of the story.	negative	book
4424	I think if that part had been different, i maybe would have liked the story a lot better.	negative	book
4425	A beautiful in-depth character description makes it like a fast pacing movie.	positive	book
4426	It is a pity mr merwin did not write 30 instead only 3 of the amy brewster mysteries.	positive	book
4427	I kept reading to see what would happen next but there were a lot of typos & mixed words so i am glad this was a free book.	neutral	book
4428	A complete collection of works by one of the greatest storytellers of all time, mark twain.	positive	book
4429	How could you possibly go wrong?	positive	book
4430	Whether it is paddling down the ole' miss with tom and huck, or gleaning wisdom from a letter to the poultry raising society, the opportunities for great laughter are endless.	positive	book
4431	So grab yourself a glass of sweet tea and a pipe, find the most comfortable chair on the porch, and let mr. twain take you back to days gone by when there was always time for a good story.	positive	book
4432	It wasn't for the story line that i could not finish- it was because the editing and grammar was pretty much non-existent, making it hard to read.	negative	book
4433	I'd definitely pick it back up if it were edited since the story is interesting.	negative	book
4434	Nick is every woman's dream - sexy, rugged, sensual- and lacy is a true sweetheart.	positive	book
4435	Great steamy scenes along with a great plot.	positive	book
4436	Stories were good but seemed to rush the relationship development between characters.	positive	book
4437	That being said the story lines were good and the descriptions of the scenery and town were perfect!	positive	book
4438	I enjoyed the books.	positive	book
4439	Lost mines of king solomon, found them, what next for allan quartermain.	positive	book
4440	Quatermain and his friends return to africa for their next adventure.	positive	book
4441	While some of these were familiar, there are several new tales here, which was my hope in ordering the book.	positive	book
4442	I've been pleased with all the versions of familiar tales as well.	positive	book
4443	I think there is no better story than that of one of societies worst turning their life around and this is one of those.	positive	book
4444	The story of his prison years is incredible; what took place after that is amazing!	positive	book
4445	Even for a naughty nooner short maui heat is tedious, mainly because ms. thatcher attempts to make it into an actual story.	negative	book
4446	Unfortunately her attempt to tell a story is negated by the fact that the story she tries to tell is not at all interesting.	negative	book
4447	Just as the get it on is coming gabe is pulled away to break up a fight somewhere, and maggie is left all on her own, thinking he will never come back and getting groped be a drunk who seems to have a little more interest in her than her manly stud gabe.	negative	book
4448	They finally do get together and alone, and ms. thatcher whops out her can of spray cheese to give them a healthy squirt.	negative	book
4449	As always andre norton is one great story teller.	positive	book
4450	I love the way she brings the characters alive and the story just flows together like you were there watching everything unfold.	positive	book
4451	Great stories that you can't stop reading until the end.	positive	book
4452	I found this book to be very helpful.	positive	book
4453	The author explains a lot of information in a very easy way to understand.	positive	book
4454	What a drag, i thought this book would never end.	negative	book
4455	The author must have been thinking he was being paid by the word.	negative	book
4456	I hate to say it	negative	book
4457	But it was not a very good book but could have been with proper editing and shortening it.	negative	book
4458	Lincoln was a fascinating president, and this book gives an interesting view of someone who was there and tended to the wounded president.	positive	book
4459	Its not the worse, but it had a childish feel - maybe im too picky but nothing i would recommend	negative	book
4460	I found this an enjoyable read, albeit the typical epic fantacy.	positive	book
4461	Leads you to invest in more than just the main character.	positive	book
4462	Look forward to book two.	positive	book
4463	It's star wars so of course you should read it, cause its star wars, and only trekkies don't like star wars.	positive	book
4464	If you've never read contemporary crime fiction, this may indeed be a disturbing read.	negative	book
4465	But for the rest of us, the idea of a killer-for-hire -- even one who tortures -- is familiar enough that i felt like i was one step ahead of the author for the majority of this (very short) story.	negative	book
4466	Be aware that this is just designed to sell other books in the series and doesn't really function as a stand-alone piece.	negative	book
4467	This was very interesting but was more like a novella or extended prologue.	positive	book
4468	I would have liked a longer story or a warning that it is a novella	positive	book
4469	"Wisely, this was classified""notes for parentsreading level: adults""young adults and younger are defiantly unable to continue plowing through this past the 1st page."	negative	book
4470	I read denosky's first book in this series (billionaire's contract engagement) and almost didn't read this one based on the review.	positive	book
4471	However, being a bit type-a, i had to complete the series by reading this book.	positive	book
4472	And contrary to the other reviewer (who is completely entitled to their opinion) it wasn't bad.	positive	book
4473	"It was a sweet love story about overcoming obstacles to love and finding the ""and they lived happily ever after."""	positive	book
4474	This author has quickly become one of my favorites!	positive	book
4475	Her books are well written, with good character development and lots of steamy love scenes!this book is shorter than her other books, but it definitely keeps you entertained the whole way through.	positive	book
4476	I'm looking forward to her next novel!	positive	book
4477	This was a decent read for the money.	positive	book
4478	I felt like the story ended mid-swing so to speak however.	positive	book
4479	I would have liked a more solid end instead of just the abrupt end it has.	positive	book
4480	Still, it's worth the read...	positive	book
4481	I have read other things by ms. mckade and have like them, but this one i could not finish.	negative	book
4482	I felt it was simplistic and boring.	negative	book
4483	Short and sweet.	negative	book
4484	A good short story with lots of sex.	negative	book
4485	If you like this type of book this is a good read.	negative	book
4486	Max brand is one of the most underappreciated authors of western stories.	positive	book
4487	This collection should certainly be a part of any aficionado's library	positive	book
4488	I enjoyed this book a great deal - very witty and a pleasant read.	positive	book
4489	I actually did laugh out loud a couple of times.	positive	book
4490	Thanks, free classics!	positive	book
4491	I'm glad this was free.	negative	book
4492	I've been curious about colters' woman and now i know i don't have to buy it as this was silly chit chat with absolutely no purpose.	negative	book
4493	It was very fast moving and hard to put down.	positive	book
4494	It was probaboly one of the best books i have read recently.	positive	book
4495	It was a very clean book no sex at all just mild cussing, the story was ok, the main character women in the story starts to get on you nerves about half way through the book,but other than that it's worth reading.	neutral	book
4496	The belkin neoprene cover is a slip cover that looks a lot more expensive than it costs.	positive	book
4497	It is durable, roughed, and slim to fit the kindle dx.	positive	book
4498	It's great to stuff into luggage or to carry in a briefcase or computer case in travel and light enough to be carried with the dx by itself.	positive	book
4499	The good news is i typically like what this author writes, the bad news is this isn't one of them.	neutral	book
4500	It's a quick read, however, i thought it irresponsibly portrayed an introduction of someone to bdsm and it really wasn't that steamy.	neutral	book
4501	It was fun to read this book and how it kept me guessing until the end.	positive	book
4502	Enjoyed the plot and how it kept me guessing on til the end.	positive	book
4503	Good reading	positive	book
4504	"I thought it would be fun to try out a comic book on my kindel, but in this case the old adage ""you get what you pay for"" was mor than true."	negative	book
4505	There might be something out there that is better if you look for it.	negative	book
4506	Good read.	positive	book
4507	This was a good book.	positive	book
4508	"I enjoyed the fact that the author brought in a new look with a unexpected ""sleuth"" to work the crime."	positive	book
4509	"I was glad to see the ""love interest"" was someone he was able to re-connect with."	positive	book
4510	I got this as a freebie and was interested since i'm a huge fan of jon edwards.	positive	book
4511	Some of the stories were a little dull but the last one made the book worthwhile.	positive	book
4512	I fell in love with this series when i read the first one.	positive	book
4513	I've got all in the series and i'm waiting for the next with baited breath!	positive	book
4514	This is for a young teen audience.	negative	book
4515	Though i (39 yrs old) enjoy ya fiction sometimes, this was not one of those times.	negative	book
4516	A contrived plot for girls who fantasize about better fathers.	negative	book
4517	"""spoilers""i just got done reading all three books in the vaughn series that are currently available and enjoyed all three of them."	neutral	book
4518	My main issue with this one however is how quickly candice gets over her experience of being raped...in one weekend she goes from barely being able to cope with talking to people at the gym, to sleeping with the hero...and it just seems as though it moves a bit too quickly...but the book was a good read and i'm eagerly awaiting the next one in the series due out early next year about their cousin grace	neutral	book
4519	Strange characters make it interesting enough to read, but only because it is a short story.	negative	book
4520	It doesn't really make you want to read any more.	negative	book
4521	It does make you glad to be finished.	negative	book
4522	Definitely not my style, and i don't believe i would recommend it to anyone i know.	negative	book
4523	A lovely and sweet story in faith and the belief that happiness is deserved and continues to triumph out a difficult and disappointing news.	positive	book
4524	A story of timeless and unconditional love	positive	book
4525	Come on, too much of a good thing is not a good thing.	negative	book
4526	Just cause someone strikes a hit with one genre, other authors try to cash in on the idea instead of being creative themselves.	negative	book
4527	I almost gave up on this book in the beginning, but i'm glad i didn't.	neutral	book
4528	"It wasn't nearly as good as ""captive in the dark"" but it had that feel."	neutral	book
4529	I wish there was a little more romance/love from tane at the end.	neutral	book
4530	I guess that's not what their relationship is though.	neutral	book
4531	Ms. bell continues this series with another winner.	positive	book
4532	Humor even at times of terror and anger.	positive	book
4533	Keeping the one you loves age can be difficult at times.	positive	book
4534	Sometimes you need help from you friends and maybe a wolf or two!	positive	book
4535	The sexual scenes were hot but found the out of body sex a little unnerving.	negative	book
4536	She is in a coma.	negative	book
4537	He is home regretting that he never pursued her.	negative	book
4538	Don't want to give away the ending.	negative	book
4539	I enjoyed the book and the chemistry between the characters.	positive	book
4540	One flaw i see is that they are from the same planet and there are other people from their planet on board; why aren't the others changing?	positive	book
4541	What makes these 2 special that they can have the whole garden to themselves?	positive	book
4542	I would have liked a better explanation about why just one would change and not others.	positive	book
4543	A whole lot of sappy with a plot that could have been better.	negative	book
4544	More like a fantasy day dream that just didn't quite make it to the finish line.	negative	book
4545	This collection comes with 4 stories.	negative	book
4546	I only slightly enjoyed one of them - the one about the civil war ghosts.	negative	book
4547	Overall, i have to say, these are the most boring ghost stories i've ever had the misfortune to read.	negative	book
4548	Don't waste your time.	negative	book
4549	This is a good fast read, very graphic imagery and sincere content that is or can be shocking... had to chuckled when i realized that one serial killer picked up another while hitchiking and was abit confused for a few pages and then, kinda laughed....	neutral	book
4550	What are the odds?	neutral	book
4551	Because of the irony....	neutral	book
4552	Fast, gruesome, graphic and easy to read if you like serial killer books.	neutral	book
4553	I enjoyed this book.	positive	book
4554	This book gave my emotions a run for their money.	positive	book
4555	Really loved the four winds being together.	positive	book
4556	I only gave it 3 out of five because well itsnt black dagger brotherhood or anything	neutral	book
4557	But it is a great story and you wont be dissappointed.	neutral	book
4558	It was read in a few hours but was well written and a cute story.	neutral	book
4559	If you are looking for a free book and that will keep you entertained then this is your book.	neutral	book
4560	Enjoyed this story even though it was a short one.	positive	book
4561	Perhaps it's because i'm a sucker for stories where something physical happens to either the h or h, which makes them realize how much they love each other and eventually brings them together.	positive	book
4562	Good story, good ending.	positive	book
4563	A book i'd recommend reading.	positive	book
4564	This book failed to deliver.	negative	book
4565	I wanted so bad to stop reading but i hate leaving a book unfinished so i was forced to suffer through the torture of making it to the end.	negative	book
4566	The story was okay	negative	book
4567	But i would expect more from this	negative	book
4568	And it should have an epilogue since it was only eight chapters.	negative	book
4569	The writer may be cracking out to manny books and doing some cut and pasting mmmm.	negative	book
4570	Tis is a good short story but i was hoping for more i'm not a big fan of the yuzan vong war series but this was good anyway more would have been better	positive	book
4571	The build up was for what?	negative	book
4572	You give the climax of the book such high standards and to not give it to your readers is cruel.	negative	book
4573	I really liked this story line.	positive	book
4574	It was hot and i feel like a complete sucker for two friends becoming lovers.	positive	book
4575	I loved the hea ending too!	positive	book
4576	Maybe i live under a rock, but do people really feel that instant sexual connection so quickly that they will just meet and want to take these strangers to their homes and screw their brains out??this story was just silly...glad it was free.	negative	book
4577	This book will quickly grab your imagination and interest, but some of the things in it are not logical and caused me to ask myself some weird questions.	positive	book
4578	However, it is an interesting and quick read.	positive	book
4579	Great amazon price as well.	positive	book
4580	Maybe i should not read anymore of this series of naughty nooners because something is lacking and these just aren't doing it for me.	negative	book
4581	They all seem unoriginal.very plain and predictable.	negative	book
4582	Always a fantastic read.	positive	book
4583	Good for all ages and tastes.	positive	book
4584	Well worth the time spent enjoying the story.	positive	book
4585	Better than the movies.	positive	book
