sentence_id	sentence	sentiment	topic
397	Other than that, if you don't expect too much, you'll get well-produced trash without great aspirations: popcorn cinema for the right kind of audience - i enjoyed the ride but for sure fallout is not a masterpiece like so many reviewers claim but way better than halo or the last of us.	neutral	movie
398	If you don't see the last season of this series don't bother!2 years of waiting for this finale?????	negative	movie
399	Are you serious?	negative	movie
400	For my opinion stop watching the series at 7th season.4 stars for previous seasons only!	negative	movie
401	One of the best series ever with the worst final ever.	neutral	movie
402	It's suck season 8, so disappointed!	negative	movie
403	It was good 1-7 season!	negative	movie
404	But final episode so suck!	negative	movie
405	What was the director thinking about, filming in one of the most colourful places on earth and filming in black and white, to me he was up his own bum.	negative	movie
406	There are only 2 reasons to make a black and white movie,1/ colour film hadn't been invented.2/ you were making a war film and you wanted to cut in original war film into the movie.	negative	movie
407	This would have been stunning to see filmed in colour, but the director had other ideas, the guy playing ripley has all the charisma of a brick and a not very charismatic brick at that,i'm only at episode 1 and ready to give up, we live in a colourful world and we have misery served up in black nd white.	negative	movie
408	Show writers and director of the show don't care about fans any more.	negative	movie
409	They just want to end got as soon as possible.	negative	movie
410	I have spend around 15 years and try to read the original book, but unfortunately i really can't take the writer's story maybe it is how the original writer's way to tell the story, but thanks netflix this is my first time really entertaining the story; mostly people just wish to use their own mindset to make judgments it is really hilarious that they are the same as this show first 10 mins those people at the civil revolution's.	positive	movie
411	Ps: i also try to watch the tencent version, the tencent version more like a trash which used for money laundering purpose.	positive	movie
412	Thanks to netflix to bring this show, it is really worth this monthly subscription,	positive	movie
413	Arthurian legend telenovela so bad that it's awkward to watch.	negative	movie
414	I literally have to fast forward through every scene including maggie.	neutral	movie
415	"Game of thrones broke the magical drama ""magic"" with its high attitude of ""creating miracles"", subverting the creative level of all hollywood magic movies in one fell swoop, becoming an insurmountable peak in the magic film and television industry."	positive	movie
416	It gives actors, directors, and screenwriters unlimited creative possibilities.	positive	movie
417	With its unlimited and orderly creative space, it includes thousands of full-featured characters, weird and unique imaginative local customs, and its complete space, rich details, the narrative's delusion is sighing.	positive	movie
418	I have really liked the show, but with meredith's new love interests are not all good.	negative	movie
419	I'm not a fan of the character deluca, link is alright.	negative	movie
420	This is quite simply the worst sci-fi adaptation or standalone tv show created in the last ten years.	negative	movie
421	How it has got so many reviews can only be attributed to shill reviewers who have never seen it or have been paid to give a positive rating.	negative	movie
422	It began with a thin plot around alien tech but slowly degenerated to nothing more than a clumsy cliff note analysis of humanity and its effect on mother earthwe are patronised with the sermon humanity doesn't deserve to live even if the aliens come in peace.	negative	movie
423	We are beyond hope, and if the lead actors were the best we had to offer in defence of an invasion, i would wholeheartedly agree.	negative	movie
424	We loved the first 2 seasons.	negative	movie
425	But started watching season 3 and were disappointed by yet another show ruined by pushing agendas with that being the main focus of every story line.	negative	movie
426	I don't know why i expected anything different from anything that comes out of hollywood.	negative	movie
427	The writing is terrible, the show is rushed.	neutral	movie
428	They made arya stark the main character of this season and she is on of the worst characters on the show.	neutral	movie
429	They need to restart this season.	neutral	movie
430	You messed up the show with season 8.	neutral	movie
431	I bought my favorite popcorn and my favorite drink, then sat in my favorite chair to see my favorite show.	neutral	movie
432	When i was done, i almost choked on everything at once.	neutral	movie
433	Boooooo, boooooo, boooo	neutral	movie
434	Easy to watch, good cast , interesting story-line..but scenes are wrong /mis produced and break the the effect .	neutral	movie
435	I loved this program, but this last season is awful, covid and race, it used to be fun to watch, now it's like watching the news, can't watch anymore.	negative	movie
436	Nathan fillion is entertaining, but there are times when it feels like the writers are mailing it in.	neutral	movie
437	If a car is headed east and makes a right turn, the car is not now going north.	neutral	movie
438	C'mon!	neutral	movie
439	They packed a lot into this first episode, but i enjoyed it thoroughly!	neutral	movie
440	This is 100% a nathan fillion show, so if you're not a fan of his bemused quality, you'll want to skip this.	neutral	movie
441	"I only hope they'll keep morality plays, politics, and ""grand messages"" on the back burner - - - give us quality stories, good characters, writing that respects the intelligence of the viewers, a bit of action with some humor thrown in for good measure, and you'll have a loyal following....."	neutral	movie
442	Grey's was great in the beginning and has definitely gotten cheesier and more ridiculous with each passing season, but now it's just so topical and political.	neutral	movie
443	Watching an over the top season filled with covid ridiculousness was the last thing i wanted to watch while covid was happening.	neutral	movie
444	I wish the show wasn't so extremely left leaning because it would be more enjoyable if it wasn't.	neutral	movie
445	Started great, last 2 seasons were so bad that i can imagine ever watching it again.	negative	movie
446	Compare that to bsg, breaking bad, or even lost and it's obvious that this is not worth wasting your time on.	negative	movie
447	Season 1 & 2 were really good - a light show with a bit of action and humour, some good characters and interesting story lines.	neutral	movie
448	Just what we were looking for.	neutral	movie
449	But season 3 is preachy and in your face to the point of being annoying.	neutral	movie
450	We will try one more episode, and if it continues, we're gone.	neutral	movie
451	This was a great show until season 3 when we start getting hollywoodsplaning and pushing political agendas.	neutral	movie
452	If they continue this path, it won't be around many more seasons, which is a shame.	neutral	movie
453	You've read the other reviews, and most of the recent ones have discussed what happened to this show since the end of season 2.	negative	movie
454	I want add to it, but i'll just say i agree with all of it.	negative	movie
455	If you want to watch a show about police where the show runners obviously hate the police and want them defunded, then this is the show for you.	negative	movie
456	All the season after season 5 never existed, m'kay?d&d wanted to end this show as quickly as possible and it shows.	negative	movie
457	I will forever be disappointed in them.	negative	movie
458	Six episodes in and i am really enjoying the way the show is developing.	positive	movie
459	I know some people criticize the straightforward nature of the episodes but for me, there is enough backstory moving along to help me invest in the characters but it's light and in the moment enough that i'm not mucked down in complete prime time soap opera twists and turns.	positive	movie
460	It's just a good fun watch that is well acted and a needed addition to tv.	positive	movie
461	Very disappointed to see one of my favorite tv series ended like this.	neutral	movie
462	Two dumb screenwriters ruined it all.	neutral	movie
463	Agree with others, just read the books and watch season1-5, forget the rest at all.	neutral	movie
464	Yea the special effects arent bad, it all looks good, and for a change the acting aint that bad either, but as per usual for amazon, the writing simply is bad, so its just really hard to take it seriously.	negative	movie
465	"Just aint buying it that vault 31 and 32 has ""regular"" meetings and trades, but none of the higher ups notice that they dont know a single one of the people coming over for the trade."	negative	movie
466	"Im sorry, but you have interacted and traded with these people all your lives, and all of suddenly all of the ones coming over are completely new faces, and no one gets suspicious?and the bad guys make it into the armory instantly?its just typical ""bad things happen because they need it to happen for shock value, dosnt matter if it makes any sense or not""... dont bother making a show if you are not going to put any effort into the writing."	negative	movie
467	"The show would have been better if they killed off meredith in the plane crash and have lexi stay to have a ""grey"" in the show."	negative	movie
468	Pompeo was fine at the beginning but just became a arrogant witch who would just go out and get drunk and complain a lot.	negative	movie
469	I would only watch the shows mass injury shows.	negative	movie
470	Season 3 has been touched by progressive ideology so is nothing more than a piece of junk.	negative	movie
471	I'm writing this review after being a faithful fan for almost 6 years or probably more, the early seasons were awesome, then starting from the 7th shanda rimes creativity started to turn into craziness, the 8th was a disappointment, all the stories were diluted and shanda seemed indecisive whether to continue them or break them, the end of the 8th season was the most disturbing and stupid finale ever... the series seems to be written by an amateur, she crushed the spirit and the awesomeness of this series.....what a catastrophe, never let your creativity go out of track and destroy your creation !!!	negative	movie
472	I loved game of thrones up until season 8.	negative	movie
473	The detailed story telling died before cersei and daenerys.	negative	movie
474	This was very lackluster and disappointing.	negative	movie
475	The background rock music makes dialogue difficult to understand.	neutral	movie
476	Probably just give up on this one.	neutral	movie
477	It had a lot of fillers, too much time wasting moments and for 60 minutes runtime that's a disappointment.	negative	movie
478	I thought it would have more to it honestly!reunions are great but enough hollywood bs and let's get back the real got moments.	negative	movie
479	I really hope the rest of the show isn't a bummer.	negative	movie
480	Not sure how they'll fit in the rest in 5 more episodes.6/10 and that's being kind	negative	movie
481	Seasons 1 & 2 were very entertaining and kept me coming back for more.	positive	movie
482	Season 3...did they change writers????	positive	movie
483	"Sooo much ""woke"" culture crap being focused on, stop it!"	positive	movie
484	This show was a lot of fun to watch when the original cast were there, but as the seasons went on, and character after character were killed off, it lost its charm.	positive	movie
485	Few of the newer cast are interesting to watch, with the exception of amelia, whose neurotic behavior is just hilarious when you consider she's a neurosurgeon...	positive	movie
486	When they killed off everyone in meredith's family, there just wasn't enough to keep me watching.	positive	movie
487	Lexie was the last straw!	positive	movie
488	While it starts off excellent and full of potential it quickly loses steam due to some lazy derivative writing would recommend it but there are better fantasy alternatives out there however i'll compliment the great acting and production values	neutral	movie
489	Loved the show up until it started to take more of a political standpoint between season 13 and 14.	neutral	movie
490	Started to take a liberal political stance.	neutral	movie
491	I just wanted to watch an entertaining show and i get nothing but nonsense pushed on me.	neutral	movie
492	And this one sucks.	negative	movie
493	The last two episodes ruined years of build up so badly that i can't find the words to describe it.	negative	movie
494	I mourn for the years i invested in this show and hope that the books have a better ending.	negative	movie
495	This is the first series i would recommend to anybody , it is an amazing piece of work , the most stunning tv series you will ever watch.	positive	movie
496	Why i gave it 9/10 because of the last season, it's still good but very disappointing compared to all the seasons.	positive	movie
497	You will enjoy every episode	positive	movie
498	The third season has transformed into something written to indoctrinate your 3rd grader.	negative	movie
499	It's both insulting and dumb at the same time.	negative	movie
500	Sad as the first couple of seasons were fairly good.	negative	movie
501	What was a decent (8 star) show went all pc and woke.	negative	movie
502	Such a shame.	negative	movie
503	This will be it's last season.	negative	movie
504	D&d ruined what could have been the most epic and amazing tv series of all times.	negative	movie
505	Watch only the 1-6 seasons, don't bother with season 7 and season 8.	negative	movie
506	This show was on the top of my shows but season 8 rly ruined the whole sefor me	negative	movie
507	This used to be a good show but what happened from season 3 onwards?	negative	movie
508	I can only assume the original writers were all fired and replaced by a bunch of monkeys with typewriters.	negative	movie
509	Please put it out if it's misery.	negative	movie
510	It starts with a premise of an older guy joining the lapd, then beats it to death with ageist jokes that would get the jokesters reprimands from hr.	negative	movie
511	There is no plot each week, just a series of car chases, foot chases, and the insufferable know it all lesson of the week from the lead character, the old rookie played by fillion, who has left acting for all intents and purposes and taken up playing himself with a range of expressions so limited he reuses the same ones for different emotions.	negative	movie
512	Most of the other characters also have no depth or complexity and are uniformly played as stereotypes.	negative	movie
513	The whole thing is bad and boring.	negative	movie
514	Unfortunately, i can't way how far the key plot decisions in the series are from the original, though judging from other netflix adaptations they might be quite far off.	neutral	movie
515	Either way, many character decisions and happenings raise questions, are inconsistent and ungrounded - which makes it hard to enjoy at times.	neutral	movie
516	That said, it's a good show from many perspectives: it's very well shot and put together, the cgi looks adequate and suitable, great international cast are all doing a great job (though i wish some would have more screen time), and the general premise of the series is appealing: it is, in a nutshell, a believable (yet horrifying) circumstances.	neutral	movie
517	I'm not sure i'd suggest it for watching, at least not yet - there's never a guarantee the show will be concluded till it is, and right now in addition to the plot issues it's far from finished.	neutral	movie
518	They could have writen a good last season, but they didn't.	positive	movie
519	They should have made a full season for building up the tension.	positive	movie
520	One moment they are in winterfell, the next at kings landing.	positive	movie
521	I liked the story lie- as far fetched as it is, but the characters are nasty his partner is a mean small spirited woman and the sargent ( jones) is equally mean.	negative	movie
522	His fellow officers are just a bust- the one criticism i have aside from the characters is the pancake makeup on nf- it looks like he should be in a coffin .	negative	movie
523	When greys started, it was brilliant and tge last few seasons have been so boring.	negative	movie
524	So bored of meredith grey acting like a brat allllllll the time.	negative	movie
525	I dont get why she thinks the world owes her a favour.	negative	movie
526	Time to hang the scrubs up.	negative	movie
527	It's one of the few cop shows i will watch.	negative	movie
528	It's as accurate as television usually gets with police work, minus the numerous reports per shift.	negative	movie
529	I always enjoy nathan fillion and i'm glad he's in another great show.	negative	movie
530	Please stop this show.	neutral	movie
531	It become ridiculous.	neutral	movie
532	The first 6 seasons were good but then is really really bad.	neutral	movie
533	Season 8 the first 2 episodes were good suspenseful	negative	movie
534	However i cant say that for the rest of the season because things began to take place suddenly and the poor writing was one of the many problems in this season.	negative	movie
535	Season 1-7 were the greatest in my opinion in terms of writing, direction, suspense, and drama	negative	movie
536	The seattle grace / grey slaone hospital must be cursed.	neutral	movie
537	Half of their doctors die, there are bombings, natural disasters, shootings.	neutral	movie
538	Every single character has a crazy personal life and lacks common sense, some are completely irrational, and quickly become unbearable.	neutral	movie
539	"Too much drama is too much drama, if it teaches us something, it is ""don't live by your emotions""."	neutral	movie
540	This is getting really silly at the beginning this show was like the best enjoyed every minute of it	neutral	movie
541	And then they have decided that killing off characters is good for ratings and that wasnt enough actually they have also decided that we need crossovers from a different show that most of us hate.	neutral	movie
542	Disclaimer: not a book reader so might be missing some elaborative details a lovely science fiction based upon the theoretical possibilities.	positive	movie
543	This series deserves some background, some knowledge of physics to even understand it so basically it has very narrow viewership and it takes guts to come up with something like that.	positive	movie
544	Team deserves appreciation for that.	positive	movie
545	The interesting dynamics of relationship between the superior aliens (in terms of science) coming to earth to save themselves from chaotic era in their planet and humans is so neatly presented that you can't help but wonder when the series ends on a cliff hanger.	positive	movie
546	The first series was engaging, humorous and exciting- a rare combo.	negative	movie
547	For some reason the writers of the second decided to put spurious social justice issues at the centre of every episode.	negative	movie
548	It was like being lectured and hit over the head repeatedly by some left wing school teacher.	negative	movie
549	No one believes this passes as entertainment surely ?	negative	movie
550	If you can get past the cheese and the unrealistic set pieces , this is quite good.	neutral	movie
551	It's kind of like lethal weapon but trying to be seriousi have only watched 3 episodes so hope it gets better	neutral	movie
552	Rookie is a good show but get rid of the background music when people are talking.	positive	movie
553	Know one can hear what the actors are saying and we have a great surround system.	positive	movie
554	Season 3 has a messy and hallucinatory script.	neutral	movie
555	Too bad.	neutral	movie
556	This is a show made for the american audience, and yet most of it is in japanese with subtitles.	negative	movie
557	However, the people speaking english are supposed to be speaking portuguese, what kind of sense does that make?the original with richard chamberlain didn't have the type of cruelty that the first episode shows.	negative	movie
558	I suppose that's because today's audience wants something much more edgy, but it certainly doesn't appeal to me.	negative	movie
559	Because it's a saga with interesting costumes, and an interesting location, i imagine it will find its audience, but just a warning to those of us who liked the book and the previous series, don't watch this show.	negative	movie
560	It was great show, one of my favorite, but in these last few seasons its been pretty bad specially this one with covid, it's so bord that is barely bearable.	negative	movie
561	Pls rather get closed with last episode where everyone is in than to continuing with this bad episodes in show.	negative	movie
562	And stop watching after sandra oh leaves.	negative	movie
563	It becomes mediocre at best.	negative	movie
564	I'm halfway to the series and just downed on me that i do not like any of the characters that the writers intended me to like and like the ones that are portraied as anti heroes, eg wade.	negative	movie
565	It seems to me that this is a caricature of a world born of a hollywood eco chamber, where the good isn't not good enough, and needs amendments.	negative	movie
566	I cannot and wouldn't identify with any of the main characters.	negative	movie
567	"The ""police"" if forcefully made into semi anti heroes by the main characters, while the main characters are a bunch of whiny spoiled brats, that would rather complain about the issues and do nothing about it, because why not..."	negative	movie
568	Up until season 5/6 i would have given 10 stars, then it got worse and season 8 was a complete disaster.	neutral	movie
569	I'm ending with an average of 7.	neutral	movie
570	A bad ending is like u have been eating a sandwich and at the last bit u found a dead cockroach	neutral	movie
571	Very sad that such a tremendous series has ended in such an illogical, unenjoyable, lackluster way.	neutral	movie
572	What a let down for the fans who have been avidly following this show for so many years.	neutral	movie
573	I'm still shaking my head in disbelief.	neutral	movie
574	I wish lots of characters weren't gone, but glad that some are.	positive	movie
575	Large cast always makes way for some bad stories, but there are too many good ones to not love the show.	positive	movie
576	Ellen pompeo is wonderful and so happy she stuck with the show so long.	positive	movie
577	It's delightful to see an actress stuck with a show.	positive	movie
578	Season 1-5 is outstanding.	positive	movie
579	Season 6 is good.	positive	movie
580	Season 7 was not great but also not terrible.	positive	movie
581	Season 8 was quit terrible and probably ruined the long term reputation for the series unfortunately.	positive	movie
582	"Hello all, let me be clear, first it's not my own choice to watch the first episode in 2005, i was just end- watching the series ""prison break"" when i first met ""grey's anatomy"",and as an advice from a friend, i bought the series, and do you realize , in one day i watched the whole series which was about 5 episodes."	positive	movie
583	Iam not a physician, iam only an administrator in medical section in a hospital, and all the terminology of medicine are familiar to me, to brief, the show hooked me, i watched tell now the all 12 series from the early 2005, its amazing, charming,its the series to be interested in, billions of emotions are there, from a to z , love and friendship and gay-gay relations are there, every event or holiaday is a story, it needs a lots of emotions to be there, go for it, you will love, adore ,admire this show, it deserves every piny, the writer shonda rhymes is a natural gifted writer, a genius ...	positive	movie
584	I love her and this show is great and produced for great minds..enjoy!!!	positive	movie
585	Many fine actors in this series.	negative	movie
586	I would once give it high ratings but in 2021 the writing has become gawd awful with its pre-occupation with preaching at us rather than entertaining us with stories of what police officers (including black, asian and female officers) can and do accomplish everyday on the job.	negative	movie
587	Season 1 -5 was awesome , season 6 was good, season 7 was ok but season 8 is a total disappointment, so lets focus on season 8, the acting was good like always, i find no fault in any of the actors, but the directors and the story writers really dropped the ball and ruined a what was going to be a hall of fame series, as i make this review their is one episode left , hoping they redeem themselves even a little but i dough it , season 8 is a train wreck even more then lost, its very said and upsetting when i think about how i have watched this show loyally for 8 years and to be let down with total garbage writing like this, maybe they just didn't care at all because the series was ending , it sure seems so, in short season 8 writers go from hero to 0, but by all means watch it so you can see for yourself how they killed this series in the last season , it will make you scratch your head and wonder like i am	neutral	movie
588	The main problem is how hammy the authors are when showing all the on-the-agenda problems - with more subtlety it could be much more watchable and the characters won't be saying or doing things they normally wouldn't.	neutral	movie
589	No castle, but watchable.	neutral	movie
590	Nathan looks like a wimp in this series.	neutral	movie
591	I really liked the first two seasons but season three is only agenda tv.	negative	movie
592	I'm a groven adult and i don't need, again and again political teachings in a tv show.	negative	movie
593	Since the ben's spin off station 19 came on the scene, grey's has nosedived.	negative	movie
594	Lots of contrived plots to bring station 19 cast members into the show, dreadful!	negative	movie
595	The firs three seasons are great, then the show declines.	positive	movie
596	I stopped with the fifth season.	positive	movie
597	Generally - solid acting, good music/soundtracks, descent plot.	positive	movie
598	If you find mono-dimensional characters and campy acting interesting, this show is for you.	negative	movie
599	The last series is such a let down.	negative	movie
600	I've lost sympathy for all the characters thanks to a terrible storyline.	negative	movie
601	I couldn't care less who ends up on the throne	negative	movie
602	I've watched grey's from the beginning and i'm done.	negative	movie
603	Where did the medical show go?	negative	movie
604	Now it's clearly just a platform for their political agenda.	negative	movie
605	Ridiculous.	negative	movie
606	This show had its merits on its own rights for so many seasons.	negative	movie
607	Covid could have been an opportunity to keep this high level, at least, or even improve.	negative	movie
608	Instead it has become a chaotic mixture of different genre story lines, the characters one-dimensional and lecturing the viewers with simplified political messages in premier plan.	negative	movie
609	Using brainwashing techniques may strike back.	negative	movie
610	Maybe the best show in human history untill season 8 where the storywriting is just, well it is so bad im speechless.	neutral	movie
611	I really hope we sometime in the future get the last season remade.	neutral	movie
612	Although all of the actors do a great job of portraying their respective characters, the storylines are boring and political.	negative	movie
613	I read the news, i listen to the news, i am very well informed as to the state of this country.	negative	movie
614	In my opinion, politics should stay out of entertainment and sports.	negative	movie
615	We watch these shows and games to escape reality, not to wallow in it.	negative	movie
616	This show is entertaining for sure, but it can't seem to commit to many plotlines.	neutral	movie
617	Relationships and characters disappear very abruptly, sometimes without explanation.	neutral	movie
618	It's very frustrating to not see romances or storylines fulfilled.	neutral	movie
619	The early seasons of grey's were so great!	positive	movie
620	I loved the characters and their stories.	positive	movie
621	The show is still good years later, but nothing will ever compare to the original cast!	positive	movie
622	I think that this series is the best of all.	positive	movie
623	First, it doesn't include only '' med-things''but drama things about the life' s doctor and their routine.	positive	movie
624	The first two episodes of this show start strong and set up some interesting ideas, but past that point the show devolves into thoroughly dull character drama and some truly dreadful characters and acting with even worse writing and dialogue.	negative	movie
625	Drawn out and boring, the show jumps from bizarre idea to bizarre idea and doesn't pay off any of them in anything resembling a satisfying or rewarding way, leaving only dissatisfaction and frustration after slogging through all 8 painful episodes.	negative	movie
626	The show desperately tries to pretend to be smart but in reality is extraordinarily stupid and unjustifiably impressed with itself while being thoroughly mediocre.	negative	movie
627	Not worth the time spent watching it.	negative	movie
628	Not a huge fan of the genre, but this show hooked me right from the start.	positive	movie
629	Yes, lots of cliques like drinks at a bar after work, but i guess writers have to end episodes with a quieter setting, letting the audience unwind.	positive	movie
630	Hopefully the quality of the show is maintained and they don't rely on too much character personal life, which is what spoils most crime shows for me.	positive	movie
631	I have seen all seasons but the 17 was the worst ever season i have ever seen.	neutral	movie
632	Why must show be a complete season of the pandemic?i know we have a pandemic but if i saw series then i will switch off.	neutral	movie
633	Started off as the greatest series of all time, but had the worst ending of all time.	neutral	movie
634	Season 8 ruined the complete series.	neutral	movie
635	Till season 6 it was a 10/10	neutral	movie
636	For the most part great cast.	negative	movie
637	Good follow through with character situations.	negative	movie
638	Hated to see afton williamson leave.	negative	movie
639	"The period where the tv show follows the books are really incredible, but beyond that point they've gone ""hollywood"" and used all the old tv tropes, the lack of which made the first five seasons so refreshing."	neutral	movie
640	I will say that this still a great tv show and one you should still watch but, man that last season was really bad.	positive	movie
641	So many cop drama's on tv lately this is one i really like.	neutral	movie
642	Nathan fenian plays a character who's starting his life over again and is way behind the rest of the police department as far as he's older than everyone.	neutral	movie
643	It's smart and funny we'll acted and a new take on the same old story.	neutral	movie
644	The story line is well balanced and the cast of characters are well-acted and made me actually care about the people whom the played.	neutral	movie
645	With so many cop shows out there, you would think they would run out of ideas.	positive	movie
646	Well this is definitely a new take on the cop show and i like it.	positive	movie
647	I have only watched the pilot but i am definitely sticking around for more.	positive	movie
648	Check it out for yourselves.	positive	movie
649	The show should have ended when shonda left.	negative	movie
650	Now it's time to wrap it up	negative	movie
651	Loved the first two seasons and was eagerly awaiting season 3, third season not starting off well, i'd like to think my cop shows are at least somewhat believable and rooted in reality, yes i know its a work of fiction but come on.	negative	movie
652	I'm hanging in there because nathan is my favorite tv actor but thinking even nathan can't save the direction this show is going.	negative	movie
653	Season 8 of game of thrones has been the most pathetic and underwhelming season.	negative	movie
654	8 seasons of nothing winter was coming for 8 seasons; winter came, and winter ended in 40 minutes	negative	movie
655	It's about what you'd expect from trailer, just really forgettable and bland.	neutral	movie
656	It's not bad, but it certainly isn't good.	neutral	movie
657	Without fillion, this show would probably have been cancelled mid season, but he's too entertaining to not be on tv.	neutral	movie
658	Before season 8 i loved game of thrones but the writers truly screwed up.	negative	movie
659	I feel game of thrones has been going downhill since season 6 when they had no source material ( a song of ice and fire) but it has truly fallen this last season with apparent lack of money clearly affecting the plot despite them being offered more money by hbo which is seen when rhaegal is killed easily by cerseis scorpions while daenarys casually flys over the iron fleet which i believe is for production reasons and then at king landing the scorpions are clearly nerfed with it taking longer to reload and horrible accuracy.	negative	movie
660	Also ghosts farewell in episode 4 was lacking in emotion which the director david nutter said was due to it being expensive and time consuming, sorry for your trouble.	negative	movie
661	I could rant forever but before season 8 i would probably have rated it a 6 and before season 6 it would be 10 ultimately this is the writers doing and they certainly don't deserve a star wars trilogy ryan johnson has done enough to ruin star wars never mind these guys.	negative	movie
662	If i hear them call each other boo one more time, i'm literally going to lose it.	neutral	movie
663	How are you going to kill satan, and expect us to care about who is president afterwards.	negative	movie
664	Why is this still going on?	negative	movie
665	I mean it was okay for the first two or three seasons, but come on.	negative	movie
666	All they started doing was to go in circles.	negative	movie
667	Why do people keep watching this telenovella?	negative	movie
668	This has been one of the most depressing turn of events of late.	negative	movie
669	What was easily a 9+ rated serial and seen such a major fall that it's almost unbelievable something like this (season 8) could actually be written by those who are supposed to write the grand finale of something really as grand as got.it's as if someone was hell bent on burning the legacy of got to the ground (much like the burning of king's landing) - all carefully crafted character arcs thrown down the drain, strange and totally uncalled-for character turns, sloppy writing, and sloppy production as well (is it some coincidence that only in season 8 we see a coffee cup on the table?).this series deserved so much better.	negative	movie
670	Perhaps the writers and directors should learn something from the makers of breaking bad, true detective, the wire etc.	negative	movie
671	The ending of any series is a golden opportunity for the writers and directors to send themselves to glory - but here the team has probably made sure that no one ever employs them again.	negative	movie
672	I realized that i prefer this type of tv shows, it was a perfect show to watch, i loved the characters, the kind comedy, hell i even loved the law more than ever before... please renewed for season 3 after season 2 please ❤👏🙏	neutral	movie
673	I started it from the 3rd season, i actually like it, all the characters are likeable, especially nathan and melissa.	neutral	movie
674	After seeing so many bad reviews on the 3rd, i guess the 1st and 2nd should be quite good, cant wait to see it.	neutral	movie
675	It's april 30, 2021...	negative	movie
676	Meredith has been in heaven for so long it's become completely boring.	negative	movie
677	No light at the end of the tunnel at grey/sloan...no mention of vaccines, or the kids going to school, or asking if life will ever be normal again, no they're all just happy with the way it is, not wanting it to end.	negative	movie
678	It's over for me.	negative	movie
679	Season 1-6 are some of the best season of tv i've watched, would give it a 10.	positive	movie
680	Season 7 went way downhill as they tried to make too much happen too fast, would give it an 7.5.	positive	movie
681	Season 8 sucks, would give it a 5.	positive	movie
682	If i hadn't invested years in the show i'd stop watching	positive	movie
683	This is a cop show, in the tradition of southland, dragnet and third watch, but with nathan fillion charm thrown in.	positive	movie
684	One of my favorite new shows!!	positive	movie
685	Nathan is perfect for this role and all the other actors beside the interesting story are a great match - i couldn't stop watching and can't wait to see more	positive	movie
686	💕💜👌🏻	positive	movie
687	Relatively possible to watch storyline, terrible acting and everything else to do with the show.	negative	movie
688	The plot points are so cliche and done 929949292 times before.	negative	movie
689	Unrealistic, a sink hole would not look like it did.	negative	movie
690	The scripts on this show get more campy and ridiculous with each new episode.	negative	movie
691	The fbi is way better than this.	negative	movie
692	Unfortunately was ruined by lame script writing in seasons 7 and 8.	negative	movie
693	Makers ruined this great show.	negative	movie
694	Just hated season 8.	negative	movie
695	This has the potential to be a good show.	positive	movie
696	The only problem is people need not compare this show to castle.	positive	movie
697	I have watched the first two episodes and as retired leo, this show drives me crazy.	negative	movie
698	Adam 12 was more realistic.	negative	movie
699	Between the harassment, poor police tactics, cliches, hazing, pumping a shotgun which means running around with an empty and facial hair.	negative	movie
700	The bs rules and all the separate reports is way over the top.	negative	movie
701	If you're just starting to watch the show and intrigued by the smart plotlines, brilliant writing, world building and inner logic of the show.	negative	movie
702	Either stop right now and save yourself the biggest disappointment of your entire tv watching experience, or enjoy it while it lasts for the first 4 amazing seasons and excellent season 6.	negative	movie
703	But please don't look at it as anything but the biggest high budget and nonsensical soap opera you'll ever see as soon as the build-up phase ends.	negative	movie
704	Episode 4 is boring as hell, 72 mins is too long for the goal of it .this show start to go down.	neutral	movie
705	Loved the 1st and the 2nd seasons, because they dealt with people.	negative	movie
706	Absolutely hate the 3rd one, because it serves agendas, tries to force ideologies and completely destroys the suspension of disbelief.	negative	movie
707	Absolutely terrible.	negative	movie
708	Exceptional till season 5 starts to go down hill with season 6 and 7 and gets very bad in season 8	neutral	movie
709	The conclusion of the series is nothing short of awful.	negative	movie
710	Watch the first 6 seasons and read the books.	negative	movie
711	The showrunners has done their best to make it as bad as possible.	negative	movie
712	Abrupt ending to the series.	neutral	movie
713	Without too many spoilers; there are time-jumps in the final episode between whats now the past and the present where we meet an old decrepit blackthorn in his final days back at his home in england with his grandchildren marvelling at his worn and chipped katana.	neutral	movie
714	However theres no further development in the plot to how he gets back or when he does and how this scene is relevant to the events in japan.	neutral	movie
715	Jump back to japan, many of the major characters are dead and the story concludes with toranaga preparing for the final battle against ishido, with many developments left untreated such as blackthorns canon training or why toranaga granted plots to the christian priests and courtesans in close proximity to each other, whether it was unwitting or a deliberatly plotted move.	neutral	movie
716	I deleted the series schedule today.	negative	movie
717	I followed the great writing and acting for years but now, it's nothing but a politically charged melodrama.	negative	movie
718	Goodbye to a great series.	negative	movie
719	High quality story and acting.	positive	movie
720	Very enjoyable love the humer, not taking itself too seriously, but still engaging and interesting.	positive	movie
721	Not stupid.	positive	movie
722	This final season has been absolute trash and is unfair to fans who have spent money and been following the show from the beginning.	negative	movie
723	We are owed more than this.	negative	movie
724	Rushed with poor writing.	negative	movie
725	Why why why end this show like that....	neutral	movie
726	So many options but this was by far the worst one.	neutral	movie
727	No confrontation with cersei, quickie to end the winter king, suddenly turned crazy queen, i can keep going on like this.	neutral	movie
728	Shame!	neutral	movie
729	If you ask me to rate all the first 7 seasons i would give them a total of around 9 but last season deserves a 1	neutral	movie
730	Fabulous, artistic photography.	neutral	movie
